-1.4714077104922343e-05,-2.5375271934220504e-07,0.0,7.881
1.2899085638019889e-05,5.543016104279163e-07,0.0,7.909
-1.4714079752165675e-05,-2.537551676009697e-07,0.0,7.909
1.2899085583481745e-05,5.5430556414953e-07,0.0,7.939
-1.4714082398339748e-05,-2.5375761593746207e-07,0.0,7.939
1.2899085528895254e-05,5.543095178998324e-07,0.0,7.939
-1.4714085045504642e-05,-2.5376006428250427e-07,0.0,7.968
1.2899085474392578e-05,5.543134717338498e-07,0.0,7.968
-1.4714087692499663e-05,-2.537625126160628e-07,0.0,7.968
1.2899085419982438e-05,5.543174256643425e-07,0.0,7.995
-1.4714090339587102e-05,-2.537649609016514e-07,0.0,7.995
1.2899085365496276e-05,5.543213794196011e-07,0.0,7.995
-1.4714092986440816e-05,-2.5376740933494944e-07,0.0,8.017
1.289908531103665e-05,5.543253333557547e-07,0.0,8.017
-1.4714095633283122e-05,-2.537698576432314e-07,0.0,8.024
1.2899085256699817e-05,5.543292870580859e-07,0.0,8.031
-1.4714098280927216e-05,-2.5377230606064796e-07,0.0,8.052
1.2899085202190197e-05,5.543332408641265e-07,0.0,8.052
-1.4714100926991497e-05,-2.537747543320776e-07,0.0,8.076
1.2899085148010722e-05,5.543371947252128e-07,0.0,8.076
-1.4714103574559909e-05,-2.5377720286756974e-07,0.0,8.101
1.2899085093713456e-05,5.543411486773059e-07,0.0,8.101
-1.4714106221249629e-05,-2.5377965115503254e-07,0.0,8.125
1.2899085039427067e-05,5.543451025256307e-07,0.0,8.126
-1.4714108867934528e-05,-2.5378209949734437e-07,0.0,8.126
1.2899084985431735e-05,5.543490564088028e-07,0.0,8.154
-1.4714111515039753e-05,-2.537845479768445e-07,0.0,8.154
1.289908493110997e-05,5.543530103483944e-07,0.0,8.154
-1.4714114162636166e-05,-2.5378699645786107e-07,0.0,8.183
1.2899084877036668e-05,5.543569642428155e-07,0.0,8.183
-1.471411680923823e-05,-2.53789444812552e-07,0.0,8.183
1.2899084823013827e-05,5.543609181794251e-07,0.0,8.209
-1.4714119456590207e-05,-2.5379189312480563e-07,0.0,8.209
1.289908476889694e-05,5.543648721057956e-07,0.0,8.213
-1.4714122104191846e-05,-2.537943416052043e-07,0.0,8.221
1.2899084714778117e-05,5.543688260970181e-07,0.0,8.245
-1.471412475076609e-05,-2.5379678992453684e-07,0.0,8.245
1.2899084660648334e-05,5.543727798992109e-07,0.0,8.272
-1.4714127398588978e-05,-2.537992384210064e-07,0.0,8.272
1.2899084606895428e-05,5.54376733999731e-07,0.0,8.272
-1.4714130045226906e-05,-2.5380168685750734e-07,0.0,8.297
1.2899084552941967e-05,5.543806879044177e-07,0.0,8.298
-1.4714132692829174e-05,-2.5380413527787967e-07,0.0,8.301
1.2899084499117165e-05,5.54384642022889e-07,0.0,8.311
-1.4714135339694692e-05,-2.538065836772173e-07,0.0,8.342
1.2899084445264498e-05,5.543885958407602e-07,0.0,8.342
-1.4714137986959756e-05,-2.538090322022968e-07,0.0,8.367
1.2899084391381622e-05,5.543925498160712e-07,0.0,8.367
-1.4714140634027154e-05,-2.538114805127511e-07,0.0,8.367
1.2899084337737428e-05,5.543965039453034e-07,0.0,8.391
-1.4714143281249719e-05,-2.5381392894326174e-07,0.0,8.391
1.2899084283969984e-05,5.544004579570975e-07,0.0,8.391
-1.4714145928433842e-05,-2.538163774702992e-07,0.0,8.419
1.2899084230199065e-05,5.544044118453055e-07,0.0,8.419
-1.471414857593615e-05,-2.5381882595851747e-07,0.0,8.421
1.2899084176528052e-05,5.544083660085186e-07,0.0,8.431
-1.4714151223467076e-05,-2.538212744749614e-07,0.0,8.461
1.2899084122746846e-05,5.544123199810813e-07,0.0,8.461
-1.4714153869786233e-05,-2.538237228339142e-07,0.0,8.491
1.2899084069407494e-05,5.544162741022741e-07,0.0,8.491
-1.4714156517778715e-05,-2.5382617136598946e-07,0.0,8.491
1.2899084015775127e-05,5.544202281575951e-07,0.0,8.517
-1.4714159164848429e-05,-2.5382861981004753e-07,0.0,8.517
1.2899083962203951e-05,5.544241821799811e-07,0.0,8.517
-1.471416284583126e-05,-2.538311025261577e-07,0.0,8.543
1.289908296147985e-05,5.544282148971812e-07,0.0,8.543
-1.4714167546006068e-05,-2.5383362189852556e-07,0.0,8.543
1.2899081871003063e-05,5.544322544678636e-07,0.0,8.568
-1.471417226757459e-05,-2.538361416965066e-07,0.0,8.568
1.2899080778328897e-05,5.544362945752066e-07,0.0,8.571
-1.4714176987669488e-05,-2.538386615002865e-07,0.0,8.581
1.2899079685763121e-05,5.544403344860536e-07,0.0,8.611
-1.4714181708221462e-05,-2.53841181357164e-07,0.0,8.611
1.2899078592615522e-05,5.544443747330695e-07,0.0,8.611
-1.4714186428299513e-05,-2.538437012173078e-07,0.0,8.641
1.2899077499915076e-05,5.544484147600589e-07,0.0,8.642
-1.4714191149356433e-05,-2.5384622114118733e-07,0.0,8.642
1.289907640721389e-05,5.544524547273917e-07,0.0,8.65
-1.4714195870316054e-05,-2.538487409646669e-07,0.0,8.676
1.2899075314431071e-05,5.54456494905375e-07,0.0,8.676
-1.471420059063982e-05,-2.538512607627863e-07,0.0,8.703
1.289907422179222e-05,5.544605350090312e-07,0.0,8.703
-1.471420531218919e-05,-2.5385378071033513e-07,0.0,8.703
1.2899073129004335e-05,5.544645752227954e-07,0.0,8.732
-1.4714210031639118e-05,-2.5385630046410137e-07,0.0,8.732
